resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",sv,"%@, markerad",draft-translation,
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",zh-Hans,"%@,已选中",draft-translation,
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",zh-Hant,"%@,已選取",draft-translation,
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",tr,"%@, seçili",draft-translation,
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",uk,"%@, вибрано",draft-translation,
strings,display.trainingStatus.accessibility.selected,,,,"%@, selected",vi,"%@, đã chọn",draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,en,Status: %@,english-source,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,ar,الحالة: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,nl,Status: %@,english-placeholder,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,fr,Statut : %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,de,Status: %@,english-placeholder,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,it,Stato: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,ja,ステータス: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,ko,상태: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,nb,Status: %@,english-placeholder,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,pt,Estado: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,pt-BR,Status: %@,english-placeholder,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,ru,Статус: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,es,Estado: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,sv,Status: %@,english-placeholder,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,zh-Hans,状态:%@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,zh-Hant,狀態:%@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,tr,Durum: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,uk,Статус: %@,draft-translation,
strings,display.trainingStatus.accessibility.status,,,,Status: %@,vi,Trạng thái: %@,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,en,Completed,english-source,
strings,display.trainingStatus.completed,,,,Completed,ar,مكتمل,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,nl,Voltooid,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,fr,Terminé,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,de,Abgeschlossen,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,it,Completato,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,ja,完了済み,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,ko,완료됨,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,nb,Fullført,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,pt,Concluído,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,pt-BR,Concluído,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,ru,Завершено,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,es,Completado,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,sv,Slutförd,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,zh-Hans,已完成,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,zh-Hant,已完成,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,tr,Tamamlandı,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,uk,Завершено,draft-translation,
strings,display.trainingStatus.completed,,,,Completed,vi,Đã hoàn thành,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,en,Modified,english-source,
strings,display.trainingStatus.modified,,,,Modified,ar,معدل,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,nl,Aangepast,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,fr,Modifié,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,de,Geändert,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,it,Modificato,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,ja,変更済み,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,ko,수정됨,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,nb,Endret,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,pt,Modificado,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,pt-BR,Modificado,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,ru,Изменено,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,es,Modificado,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,sv,Ändrad,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,zh-Hans,已修改,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,zh-Hant,已修改,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,tr,Değiştirildi,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,uk,Змінено,draft-translation,
strings,display.trainingStatus.modified,,,,Modified,vi,Đã sửa đổi,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,en,Planned,english-source,
strings,display.trainingStatus.planned,,,,Planned,ar,مخطط,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,nl,Gepland,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,fr,Prévu,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,de,Geplant,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,it,Pianificato,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,ja,計画済み,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,ko,계획됨,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,nb,Planlagt,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,pt,Planeado,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,pt-BR,Planejado,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,ru,Запланировано,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,es,Planificado,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,sv,Planerad,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,zh-Hans,已计划,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,zh-Hant,已規劃,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,tr,Planlandı,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,uk,Заплановано,draft-translation,
strings,display.trainingStatus.planned,,,,Planned,vi,Đã lên kế hoạch,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,en,Skipped,english-source,
strings,display.trainingStatus.skipped,,,,Skipped,ar,تم تخطيه,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,nl,Overgeslagen,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,fr,Ignoré,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,de,Übersprungen,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,it,Saltato,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,ja,スキップ,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,ko,건너뜀,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,nb,Hoppet over,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,pt,Ignorado,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,pt-BR,Pulado,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,ru,Пропущено,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,es,Omitido,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,sv,Hoppade över,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,zh-Hans,已跳过,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,zh-Hant,已略過,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,tr,Atlandı,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,uk,Пропущено,draft-translation,
strings,display.trainingStatus.skipped,,,,Skipped,vi,Đã bỏ qua,draft-translation,
strings,display.writingSourceType.article,,,,Article,en,Article,english-source,
strings,display.writingSourceType.article,,,,Article,ar,مقال,draft-translation,
strings,display.writingSourceType.article,,,,Article,nl,Artikel,draft-translation,
strings,display.writingSourceType.article,,,,Article,fr,Article,english-placeholder,
strings,display.writingSourceType.article,,,,Article,de,Artikel,draft-translation,
strings,display.writingSourceType.article,,,,Article,it,Articolo,draft-translation,
strings,display.writingSourceType.article,,,,Article,ja,記事,draft-translation,
strings,display.writingSourceType.article,,,,Article,ko,기사,draft-translation,
strings,display.writingSourceType.article,,,,Article,nb,Artikkel,draft-translation,
strings,display.writingSourceType.article,,,,Article,pt,Artigo,draft-translation,
strings,display.writingSourceType.article,,,,Article,pt-BR,Artigo,draft-translation,
strings,display.writingSourceType.article,,,,Article,ru,Статья,draft-translation,
strings,display.writingSourceType.article,,,,Article,es,Artículo,draft-translation,
strings,display.writingSourceType.article,,,,Article,sv,Artikel,draft-translation,
strings,display.writingSourceType.article,,,,Article,zh-Hans,文章,draft-translation,
strings,display.writingSourceType.article,,,,Article,zh-Hant,文章,draft-translation,
strings,display.writingSourceType.article,,,,Article,tr,Makale,draft-translation,
strings,display.writingSourceType.article,,,,Article,uk,Стаття,draft-translation,
strings,display.writingSourceType.article,,,,Article,vi,Bài viết,draft-translation,
strings,display.writingSourceType.book,,,,Book,en,Book,english-source,
strings,display.writingSourceType.book,,,,Book,ar,كتاب,draft-translation,
strings,display.writingSourceType.book,,,,Book,nl,Boek,draft-translation,
strings,display.writingSourceType.book,,,,Book,fr,Livre,draft-translation,
strings,display.writingSourceType.book,,,,Book,de,Buch,draft-translation,
strings,display.writingSourceType.book,,,,Book,it,Libro,draft-translation,
strings,display.writingSourceType.book,,,,Book,ja,本,draft-translation,
strings,display.writingSourceType.book,,,,Book,ko,책,draft-translation,
strings,display.writingSourceType.book,,,,Book,nb,Bok,draft-translation,
strings,display.writingSourceType.book,,,,Book,pt,Livro,draft-translation,
strings,display.writingSourceType.book,,,,Book,pt-BR,Livro,draft-translation,
strings,display.writingSourceType.book,,,,Book,ru,Книга,draft-translation,
strings,display.writingSourceType.book,,,,Book,es,Libro,draft-translation,
strings,display.writingSourceType.book,,,,Book,sv,Bok,draft-translation,
strings,display.writingSourceType.book,,,,Book,zh-Hans,书,draft-translation,
strings,display.writingSourceType.book,,,,Book,zh-Hant,書,draft-translation,
strings,display.writingSourceType.book,,,,Book,tr,Kitap,draft-translation,
strings,display.writingSourceType.book,,,,Book,uk,Книга,draft-translation,
strings,display.writingSourceType.book,,,,Book,vi,Sách,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,en,Conversation,english-source,
strings,display.writingSourceType.conversation,,,,Conversation,ar,محادثة,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,nl,Gesprek,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,fr,Conversation,english-placeholder,
strings,display.writingSourceType.conversation,,,,Conversation,de,Gespräch,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,it,Conversazione,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,ja,会話,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,ko,대화,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,nb,Samtale,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,pt,Conversa,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,pt-BR,Conversa,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,ru,Беседа,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,es,Conversación,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,sv,Samtal,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,zh-Hans,对话,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,zh-Hant,對話,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,tr,Sohbet,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,uk,Розмова,draft-translation,
strings,display.writingSourceType.conversation,,,,Conversation,vi,Cuộc trò chuyện,draft-translation,
strings,display.writingSourceType.document,,,,Document,en,Document,english-source,
strings,display.writingSourceType.document,,,,Document,ar,مستند,draft-translation,
strings,display.writingSourceType.document,,,,Document,nl,Document,english-placeholder,
strings,display.writingSourceType.document,,,,Document,fr,Document,english-placeholder,
strings,display.writingSourceType.document,,,,Document,de,Dokument,draft-translation,
strings,display.writingSourceType.document,,,,Document,it,Documento,draft-translation,
strings,display.writingSourceType.document,,,,Document,ja,ドキュメント,draft-translation,
strings,display.writingSourceType.document,,,,Document,ko,문서,draft-translation,
strings,display.writingSourceType.document,,,,Document,nb,Dokument,draft-translation,
strings,display.writingSourceType.document,,,,Document,pt,Documento,draft-translation,
strings,display.writingSourceType.document,,,,Document,pt-BR,Documento,draft-translation,
strings,display.writingSourceType.document,,,,Document,ru,Документ,draft-translation,
strings,display.writingSourceType.document,,,,Document,es,Documento,draft-translation,
strings,display.writingSourceType.document,,,,Document,sv,Dokument,draft-translation,
strings,display.writingSourceType.document,,,,Document,zh-Hans,文档,draft-translation,
strings,display.writingSourceType.document,,,,Document,zh-Hant,文件,draft-translation,
strings,display.writingSourceType.document,,,,Document,tr,Belge,draft-translation,
strings,display.writingSourceType.document,,,,Document,uk,Документ,draft-translation,
strings,display.writingSourceType.document,,,,Document,vi,Tài liệu,draft-translation,
strings,display.writingSourceType.other,,,,Other,en,Other,english-source,
strings,display.writingSourceType.other,,,,Other,ar,أخرى,draft-translation,
strings,display.writingSourceType.other,,,,Other,nl,Anders,draft-translation,
strings,display.writingSourceType.other,,,,Other,fr,Autre,draft-translation,
strings,display.writingSourceType.other,,,,Other,de,Sonstiges,draft-translation,
strings,display.writingSourceType.other,,,,Other,it,Altro,draft-translation,
strings,display.writingSourceType.other,,,,Other,ja,その他,draft-translation,
strings,display.writingSourceType.other,,,,Other,ko,기타,draft-translation,
strings,display.writingSourceType.other,,,,Other,nb,Annet,draft-translation,
strings,display.writingSourceType.other,,,,Other,pt,Outro,draft-translation,
strings,display.writingSourceType.other,,,,Other,pt-BR,Outro,draft-translation,
strings,display.writingSourceType.other,,,,Other,ru,Другое,draft-translation,
strings,display.writingSourceType.other,,,,Other,es,Otro,draft-translation,
strings,display.writingSourceType.other,,,,Other,sv,Annat,draft-translation,
strings,display.writingSourceType.other,,,,Other,zh-Hans,其他,draft-translation,
strings,display.writingSourceType.other,,,,Other,zh-Hant,其他,draft-translation,
strings,display.writingSourceType.other,,,,Other,tr,Diğer,draft-translation,
strings,display.writingSourceType.other,,,,Other,uk,Інше,draft-translation,
strings,display.writingSourceType.other,,,,Other,vi,Khác,draft-translation,
strings,display.writingSourceType.podcast,,,,Podcast,en,Podcast,english-source,
strings,display.writingSourceType.podcast,,,,Podcast,ar,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,nl,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,fr,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,de,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,it,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,ja,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,ko,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,nb,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,pt,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,pt-BR,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,ru,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,es,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,sv,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,zh-Hans,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,zh-Hant,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,tr,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,uk,Podcast,english-placeholder,
strings,display.writingSourceType.podcast,,,,Podcast,vi,Podcast,english-placeholder,
strings,display.writingSourceType.video,,,,Video,en,Video,english-source,
strings,display.writingSourceType.video,,,,Video,ar,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,nl,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,fr,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,de,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,it,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,ja,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,ko,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,nb,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,pt,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,pt-BR,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,ru,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,es,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,sv,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,zh-Hans,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,zh-Hant,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,tr,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,uk,Video,english-placeholder,
strings,display.writingSourceType.video,,,,Video,vi,Video,english-placeholder,
strings,display.writingSourceType.webpage,,,,Webpage,en,Webpage,english-source,
strings,display.writingSourceType.webpage,,,,Webpage,ar,صفحة ويب,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,nl,Webpagina,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,fr,Page web,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,de,Webseite,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,it,Pagina web,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,ja,ウェブページ,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,ko,웹페이지,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,nb,Nettside,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,pt,Página web,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,pt-BR,Página da web,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,ru,Веб-страница,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,es,Página web,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,sv,Webbsida,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,zh-Hans,网页,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,zh-Hant,網頁,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,tr,Web sayfası,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,uk,Веб-сторінка,draft-translation,
strings,display.writingSourceType.webpage,,,,Webpage,vi,Trang web,draft-translation,
strings,display.writingStage.archived,,,,Archived,en,Archived,english-source,
strings,display.writingStage.archived,,,,Archived,ar,مؤرشف,draft-translation,
strings,display.writingStage.archived,,,,Archived,nl,Gearchiveerd,draft-translation,
strings,display.writingStage.archived,,,,Archived,fr,Archivé,draft-translation,
strings,display.writingStage.archived,,,,Archived,de,Archiviert,draft-translation,
strings,display.writingStage.archived,,,,Archived,it,Archiviato,draft-translation,
strings,display.writingStage.archived,,,,Archived,ja,アーカイブ済み,draft-translation,
strings,display.writingStage.archived,,,,Archived,ko,보관됨,draft-translation,
strings,display.writingStage.archived,,,,Archived,nb,Arkivert,draft-translation,
strings,display.writingStage.archived,,,,Archived,pt,Arquivado,draft-translation,
strings,display.writingStage.archived,,,,Archived,pt-BR,Arquivado,draft-translation,
strings,display.writingStage.archived,,,,Archived,ru,В архиве,draft-translation,
strings,display.writingStage.archived,,,,Archived,es,Archivado,draft-translation,
strings,display.writingStage.archived,,,,Archived,sv,Arkiverad,draft-translation,
strings,display.writingStage.archived,,,,Archived,zh-Hans,已归档,draft-translation,
strings,display.writingStage.archived,,,,Archived,zh-Hant,已封存,draft-translation,
strings,display.writingStage.archived,,,,Archived,tr,Arşivlendi,draft-translation,
strings,display.writingStage.archived,,,,Archived,uk,Заархівовано,draft-translation,
strings,display.writingStage.archived,,,,Archived,vi,Đã lưu trữ,draft-translation,
strings,display.writingStage.capture,,,,Capture,en,Capture,english-source,
strings,display.writingStage.capture,,,,Capture,ar,التقاط,draft-translation,
strings,display.writingStage.capture,,,,Capture,nl,Vastleggen,draft-translation,
strings,display.writingStage.capture,,,,Capture,fr,Capture,english-placeholder,
strings,display.writingStage.capture,,,,Capture,de,Erfassung,draft-translation,
strings,display.writingStage.capture,,,,Capture,it,Acquisizione,draft-translation,
strings,display.writingStage.capture,,,,Capture,ja,取り込み,draft-translation,
strings,display.writingStage.capture,,,,Capture,ko,캡처,draft-translation,
strings,display.writingStage.capture,,,,Capture,nb,Fangst,draft-translation,
strings,display.writingStage.capture,,,,Capture,pt,Captura,draft-translation,
strings,display.writingStage.capture,,,,Capture,pt-BR,Captura,draft-translation,
strings,display.writingStage.capture,,,,Capture,ru,Захват,draft-translation,
strings,display.writingStage.capture,,,,Capture,es,Captura,draft-translation,
strings,display.writingStage.capture,,,,Capture,sv,Fångst,draft-translation,
strings,display.writingStage.capture,,,,Capture,zh-Hans,捕获,draft-translation,
strings,display.writingStage.capture,,,,Capture,zh-Hant,擷取,draft-translation,
strings,display.writingStage.capture,,,,Capture,tr,Yakalama,draft-translation,
strings,display.writingStage.capture,,,,Capture,uk,Захоплення,draft-translation,
strings,display.writingStage.capture,,,,Capture,vi,Ghi nhận,draft-translation,
strings,display.writingStage.draft,,,,Draft,en,Draft,english-source,
strings,display.writingStage.draft,,,,Draft,ar,مسودة,draft-translation,
strings,display.writingStage.draft,,,,Draft,nl,Concept,draft-translation,
strings,display.writingStage.draft,,,,Draft,fr,Brouillon,draft-translation,
strings,display.writingStage.draft,,,,Draft,de,Entwurf,draft-translation,
strings,display.writingStage.draft,,,,Draft,it,Bozza,draft-translation,
strings,display.writingStage.draft,,,,Draft,ja,下書き,draft-translation,
strings,display.writingStage.draft,,,,Draft,ko,초안,draft-translation,
strings,display.writingStage.draft,,,,Draft,nb,Utkast,draft-translation,
strings,display.writingStage.draft,,,,Draft,pt,Rascunho,draft-translation,
strings,display.writingStage.draft,,,,Draft,pt-BR,Rascunho,draft-translation,
strings,display.writingStage.draft,,,,Draft,ru,Черновик,draft-translation,
strings,display.writingStage.draft,,,,Draft,es,Borrador,draft-translation,
strings,display.writingStage.draft,,,,Draft,sv,Utkast,draft-translation,
strings,display.writingStage.draft,,,,Draft,zh-Hans,草稿,draft-translation,
strings,display.writingStage.draft,,,,Draft,zh-Hant,草稿,draft-translation,
strings,display.writingStage.draft,,,,Draft,tr,Taslak,draft-translation,
strings,display.writingStage.draft,,,,Draft,uk,Чернетка,draft-translation,
strings,display.writingStage.draft,,,,Draft,vi,Bản nháp,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,en,Draft Seed,english-source,
strings,display.writingStage.draftSeed,,,,Draft Seed,ar,بذرة المسودة,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,nl,Conceptkern,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,fr,Graine de brouillon,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,de,Entwurfssaat,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,it,Seme bozza,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,ja,下書きの種,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,ko,초안 씨앗,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,nb,Utkastfrø,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,pt,Semente de rascunho,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,pt-BR,Semente de rascunho,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,ru,Зерно черновика,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,es,Semilla de borrador,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,sv,Utkastfrö,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,zh-Hans,草稿种子,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,zh-Hant,草稿種子,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,tr,Taslak tohumu,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,uk,Зерно чернетки,draft-translation,
strings,display.writingStage.draftSeed,,,,Draft Seed,vi,Mầm bản nháp,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,en,Permanent Note,english-source,
strings,display.writingStage.permanent,,,,Permanent Note,ar,ملاحظة دائمة,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,nl,Permanente notitie,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,fr,Note permanente,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,de,Dauerhafte Notiz,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,it,Nota permanente,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,ja,恒常メモ,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,ko,영구 메모,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,nb,Permanent notat,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,pt,Nota permanente,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,pt-BR,Nota permanente,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,ru,Постоянная заметка,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,es,Nota permanente,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,sv,Permanent anteckning,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,zh-Hans,永久笔记,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,zh-Hant,永久備忘錄,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,tr,Kalıcı not,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,uk,Постійна нотатка,draft-translation,
strings,display.writingStage.permanent,,,,Permanent Note,vi,Ghi chú vĩnh viễn,draft-translation,
strings,display.writingStage.published,,,,Published,en,Published,english-source,
strings,display.writingStage.published,,,,Published,ar,منشور,draft-translation,
strings,display.writingStage.published,,,,Published,nl,Gepubliceerd,draft-translation,
strings,display.writingStage.published,,,,Published,fr,Publié,draft-translation,
strings,display.writingStage.published,,,,Published,de,Veröffentlicht,draft-translation,
strings,display.writingStage.published,,,,Published,it,Pubblicato,draft-translation,
strings,display.writingStage.published,,,,Published,ja,公開済み,draft-translation,
strings,display.writingStage.published,,,,Published,ko,발행됨,draft-translation,
strings,display.writingStage.published,,,,Published,nb,Publisert,draft-translation,
strings,display.writingStage.published,,,,Published,pt,Publicado,draft-translation,
strings,display.writingStage.published,,,,Published,pt-BR,Publicado,draft-translation,
strings,display.writingStage.published,,,,Published,ru,Опубликовано,draft-translation,
strings,display.writingStage.published,,,,Published,es,Publicado,draft-translation,
strings,display.writingStage.published,,,,Published,sv,Publicerad,draft-translation,
strings,display.writingStage.published,,,,Published,zh-Hans,已发布,draft-translation,
strings,display.writingStage.published,,,,Published,zh-Hant,已發布,draft-translation,
strings,display.writingStage.published,,,,Published,tr,Yayımlandı,draft-translation,
strings,display.writingStage.published,,,,Published,uk,Опубліковано,draft-translation,
strings,display.writingStage.published,,,,Published,vi,Đã xuất bản,draft-translation,
